"","X","id_odsp","time","event_type","side","is_goal"
"1",294,"bkjpaC6n/",45,7,1,0
"2",296,"bkjpaC6n/",45,7,2,0
"3",317,"bkjpaC6n/",59,7,1,0
"4",318,"bkjpaC6n/",60,1,1,1
"5",324,"bkjpaC6n/",63,7,2,0
"6",354,"bkjpaC6n/",81,1,1,1
"7",355,"bkjpaC6n/",82,7,2,0
"8",399,"CzPV312a/",28,1,2,1
"9",432,"CzPV312a/",56,7,1,0
"10",452,"CzPV312a/",70,7,2,0
"11",454,"CzPV312a/",71,7,1,0
"12",461,"CzPV312a/",78,7,2,0
"13",464,"CzPV312a/",82,7,2,0
"14",465,"CzPV312a/",82,7,1,0
"15",518,"GUOdmtII/",34,1,1,1
"16",544,"GUOdmtII/",69,7,2,0
"17",546,"GUOdmtII/",70,7,1,0
"18",556,"GUOdmtII/",81,7,2,0
"19",557,"GUOdmtII/",81,7,1,0
"20",641,"lOpzwMkp/",45,7,1,0
"21",682,"lOpzwMkp/",71,7,2,0
"22",683,"lOpzwMkp/",76,7,1,0
"23",687,"lOpzwMkp/",80,1,2,1
"24",688,"lOpzwMkp/",80,7,2,0
"25",706,"lOpzwMkp/",90,7,2,0
"26",882,"QuWqjrYa/",45,1,2,1
"27",906,"QuWqjrYa/",66,7,1,0
"28",907,"QuWqjrYa/",66,7,1,0
"29",917,"QuWqjrYa/",72,7,2,0
"30",918,"QuWqjrYa/",73,1,2,1
"31",919,"QuWqjrYa/",77,7,2,0
"32",920,"QuWqjrYa/",77,7,1,0
"33",930,"QuWqjrYa/",85,7,2,0
"34",947,"UBZQ4smg/",6,1,1,1
"35",953,"UBZQ4smg/",10,1,2,1
"36",991,"UBZQ4smg/",33,1,2,1
"37",1010,"UBZQ4smg/",50,7,1,0
"38",1021,"UBZQ4smg/",60,7,1,0
"39",1037,"UBZQ4smg/",74,1,2,1
"40",1040,"UBZQ4smg/",77,7,2,0
"41",1056,"UBZQ4smg/",83,7,1,0
"42",1060,"UBZQ4smg/",85,7,2,0
"43",1090,"Wn69eU5B/",17,1,2,1
"44",1125,"Wn69eU5B/",45,7,1,0
"45",1161,"Wn69eU5B/",75,7,2,0
"46",1170,"Wn69eU5B/",81,7,2,0
"47",1174,"Wn69eU5B/",83,7,1,0
"48",1179,"Wn69eU5B/",84,7,2,0
"49",1181,"Wn69eU5B/",85,1,2,1
"50",1185,"Wn69eU5B/",88,7,1,0
"51",1188,"Wn69eU5B/",90,1,2,1
"52",1353,"x4HJ63It/",36,1,1,1
"53",1367,"x4HJ63It/",45,1,2,1
"54",1375,"x4HJ63It/",53,7,1,0
"55",1384,"x4HJ63It/",59,7,1,0
"56",1410,"x4HJ63It/",75,1,1,1
"57",1413,"x4HJ63It/",78,7,1,0
"58",1416,"x4HJ63It/",82,7,2,0
"59",1423,"x4HJ63It/",86,7,2,0
"60",1427,"x4HJ63It/",89,7,2,0
"61",1433,"x4HJ63It/",90,1,1,1
"62",1479,"xQ65dAj5/",37,1,1,1
"63",1488,"xQ65dAj5/",45,7,2,0
"64",1504,"xQ65dAj5/",56,1,1,1
"65",1514,"xQ65dAj5/",65,7,2,0
"66",1518,"xQ65dAj5/",68,7,2,0
"67",1522,"xQ65dAj5/",72,7,1,0
"68",1532,"xQ65dAj5/",79,7,1,0
"69",1540,"xQ65dAj5/",85,7,1,0
"70",1547,"xQ65dAj5/",89,1,1,1
"71",1697,"zeViBqAP/",38,1,1,1
"72",1718,"zeViBqAP/",58,1,2,1
"73",1724,"zeViBqAP/",66,7,1,0
"74",1725,"zeViBqAP/",66,7,1,0
"75",1729,"zeViBqAP/",70,1,2,1
"76",1734,"zeViBqAP/",74,1,1,1
"77",1735,"zeViBqAP/",74,7,1,0
"78",1738,"zeViBqAP/",76,7,2,0
"79",1741,"zeViBqAP/",82,7,2,0
"80",1756,"zeViBqAP/",90,7,2,0
"81",1776,"84Llk2m6/",18,1,2,1
"82",1799,"84Llk2m6/",31,1,2,1
"83",1822,"84Llk2m6/",56,1,1,1
"84",1828,"84Llk2m6/",60,7,2,0
"85",1834,"84Llk2m6/",66,7,1,0
"86",1841,"84Llk2m6/",71,7,1,0
"87",1850,"84Llk2m6/",77,7,1,0
"88",1854,"84Llk2m6/",83,7,2,0
"89",1913,"fLN0n0XO/",36,1,2,1
"90",1914,"fLN0n0XO/",38,1,2,1
"91",1932,"fLN0n0XO/",45,1,1,1
"92",1942,"fLN0n0XO/",51,1,2,1
"93",1943,"fLN0n0XO/",53,7,2,0
"94",1966,"fLN0n0XO/",66,7,1,0
"95",1967,"fLN0n0XO/",67,7,1,0
"96",1968,"fLN0n0XO/",67,7,1,0
"97",1976,"fLN0n0XO/",75,7,2,0
"98",1978,"fLN0n0XO/",78,1,2,1
"99",1984,"fLN0n0XO/",83,7,2,0
"100",1988,"fLN0n0XO/",87,1,2,1
"101",2586,"Ea52eLBS/",9,1,1,1
"102",2630,"Ea52eLBS/",54,7,2,0
"103",2631,"Ea52eLBS/",56,7,2,0
"104",2636,"Ea52eLBS/",62,7,1,0
"105",2646,"Ea52eLBS/",69,7,1,0
"106",2657,"Ea52eLBS/",75,7,2,0
"107",2661,"Ea52eLBS/",81,7,1,0
"108",2736,"I5sHJt2n/",63,7,1,0
"109",2737,"I5sHJt2n/",65,7,2,0
"110",2738,"I5sHJt2n/",65,7,1,0
"111",2755,"I5sHJt2n/",82,7,2,0
"112",2761,"I5sHJt2n/",88,1,1,1
"113",2765,"I5sHJt2n/",90,7,2,0
"114",2769,"I5sHJt2n/",90,7,1,0
"115",2791,"KhlsbNR9/",16,1,2,1
"116",2808,"KhlsbNR9/",27,1,2,1
"117",2827,"KhlsbNR9/",45,7,1,0
"118",2828,"KhlsbNR9/",45,7,1,0
"119",2838,"KhlsbNR9/",56,1,1,1
"120",2851,"KhlsbNR9/",63,7,2,0
"121",2864,"KhlsbNR9/",69,7,2,0
"122",2870,"KhlsbNR9/",76,7,1,0
"123",2884,"KhlsbNR9/",87,7,2,0
"124",2957,"lShocssG/",64,1,2,1
"125",2959,"lShocssG/",66,7,1,0
"126",2969,"lShocssG/",72,7,1,0
"127",2977,"lShocssG/",74,7,2,0
"128",2986,"lShocssG/",79,1,2,1
"129",2990,"lShocssG/",81,7,2,0
"130",2991,"lShocssG/",82,7,1,0
"131",2997,"lShocssG/",86,7,2,0
"132",3001,"lShocssG/",90,1,1,1
"133",3072,"pYve0J1O/",56,7,1,0
"134",3087,"pYve0J1O/",70,7,2,0
"135",3088,"pYve0J1O/",71,7,2,0
"136",3094,"pYve0J1O/",76,7,1,0
"137",3102,"pYve0J1O/",81,1,1,1
"138",3103,"pYve0J1O/",84,7,2,0
"139",3110,"pYve0J1O/",90,1,2,1
"140",3111,"pYve0J1O/",90,7,1,0
"141",3129,"t2kwa3C3/",25,1,1,1
"142",3156,"t2kwa3C3/",43,1,2,1
"143",3160,"t2kwa3C3/",46,7,1,0
"144",3172,"t2kwa3C3/",57,7,1,0
"145",3176,"t2kwa3C3/",63,1,1,1
"146",3182,"t2kwa3C3/",68,7,2,0
"147",3183,"t2kwa3C3/",69,7,1,0
"148",3188,"t2kwa3C3/",72,7,2,0
"149",3205,"t2kwa3C3/",83,7,2,0
"150",3216,"t2kwa3C3/",90,1,2,1
"151",3275,"UPAXkaZk/",67,1,1,1
"152",3279,"UPAXkaZk/",70,7,1,0
"153",3282,"UPAXkaZk/",71,1,2,1
"154",3283,"UPAXkaZk/",72,7,2,0
"155",3286,"UPAXkaZk/",77,7,1,0
"156",3287,"UPAXkaZk/",77,7,2,0
"157",3295,"UPAXkaZk/",83,7,1,0
"158",3488,"WUdMGvn5/",63,7,2,0
"159",3499,"WUdMGvn5/",78,7,1,0
"160",3504,"WUdMGvn5/",81,7,1,0
"161",3512,"WUdMGvn5/",87,7,1,0
"162",3540,"x8cIHKWb/",31,7,2,0
"163",3568,"x8cIHKWb/",61,7,1,0
"164",3578,"x8cIHKWb/",68,7,1,0
"165",3579,"x8cIHKWb/",71,7,2,0
"166",3580,"x8cIHKWb/",71,1,1,1
"167",3591,"x8cIHKWb/",84,1,1,1
"168",3592,"x8cIHKWb/",87,7,1,0
"169",3594,"x8cIHKWb/",90,7,2,0
"170",3644,"z3BTjuKq/",46,7,1,0
"171",3665,"z3BTjuKq/",69,7,1,0
"172",3667,"z3BTjuKq/",70,7,2,0
"173",3689,"z3BTjuKq/",87,7,2,0
"174",3692,"z3BTjuKq/",88,7,1,0
"175",3696,"z3BTjuKq/",90,1,2,1
"176",3697,"z3BTjuKq/",90,7,2,0
"177",3768,"29kj1anI/",62,7,1,0
"178",3770,"29kj1anI/",64,7,2,0
"179",3781,"29kj1anI/",70,1,2,1
"180",3787,"29kj1anI/",74,7,1,0
"181",3793,"29kj1anI/",81,7,1,0
"182",3811,"fqnr3LH5/",3,1,2,1
"183",3863,"fqnr3LH5/",43,1,2,1
"184",3868,"fqnr3LH5/",45,7,1,0
"185",3869,"fqnr3LH5/",46,1,1,1
"186",3907,"fqnr3LH5/",75,7,2,0
"187",3908,"fqnr3LH5/",75,7,2,0
"188",3909,"fqnr3LH5/",77,7,1,0
"189",3911,"fqnr3LH5/",80,7,1,0
"190",3912,"fqnr3LH5/",81,1,1,1
"191",3919,"fqnr3LH5/",87,7,2,0
"192",4102,"pzdU0Psi/",62,7,2,0
"193",4103,"pzdU0Psi/",62,7,2,0
"194",4108,"pzdU0Psi/",68,7,1,0
"195",4109,"pzdU0Psi/",70,7,1,0
"196",4119,"pzdU0Psi/",79,7,2,0
"197",4129,"pzdU0Psi/",84,7,1,0
"198",4133,"pzdU0Psi/",86,1,1,1
"199",4145,"WzGcd1dM/",9,1,2,1
"200",4218,"WzGcd1dM/",70,7,1,0
"201",4223,"WzGcd1dM/",73,7,2,0
"202",4233,"WzGcd1dM/",78,7,2,0
"203",4235,"WzGcd1dM/",80,1,1,1
"204",4237,"WzGcd1dM/",83,7,2,0
"205",4533,"8G9ykJld/",50,1,1,1
"206",4552,"8G9ykJld/",66,7,1,0
"207",4556,"8G9ykJld/",69,7,2,0
"208",4560,"8G9ykJld/",72,7,1,0
"209",4567,"8G9ykJld/",77,7,2,0
"210",4568,"8G9ykJld/",77,7,2,0
"211",4571,"8G9ykJld/",80,1,1,1
"212",4573,"8G9ykJld/",84,7,1,0
"213",4731,"IV8qAKQL/",28,1,2,1
"214",4762,"IV8qAKQL/",60,7,1,0
"215",4763,"IV8qAKQL/",60,7,1,0
"216",4771,"IV8qAKQL/",71,7,2,0
"217",4778,"IV8qAKQL/",75,7,1,0
"218",4779,"IV8qAKQL/",75,7,2,0
"219",4786,"IV8qAKQL/",81,7,2,0
"220",4821,"ljHSD2Rd/",13,1,1,1
"221",4828,"ljHSD2Rd/",17,1,1,1
"222",4849,"ljHSD2Rd/",34,1,1,1
"223",4876,"ljHSD2Rd/",56,1,1,1
"224",4884,"ljHSD2Rd/",66,7,1,0
"225",4885,"ljHSD2Rd/",68,7,2,0
"226",4886,"ljHSD2Rd/",68,7,2,0
"227",4892,"ljHSD2Rd/",71,7,1,0
"228",4896,"ljHSD2Rd/",76,7,1,0
"229",4902,"ljHSD2Rd/",80,1,1,1
"230",4908,"ljHSD2Rd/",87,7,2,0
"231",4915,"ljPYFb1B/",7,1,1,1
"232",4983,"ljPYFb1B/",61,7,2,0
"233",4994,"ljPYFb1B/",67,7,1,0
"234",4995,"ljPYFb1B/",69,7,1,0
"235",5002,"ljPYFb1B/",73,7,2,0
"236",5005,"ljPYFb1B/",75,1,2,1
"237",5007,"ljPYFb1B/",76,7,1,0
"238",5027,"ljPYFb1B/",86,7,2,0
"239",5043,"StGWCMt3/",7,1,2,1
"240",5084,"StGWCMt3/",30,1,1,1
"241",5094,"StGWCMt3/",34,1,1,1
"242",5111,"StGWCMt3/",45,7,2,0
"243",5114,"StGWCMt3/",48,1,2,1
"244",5136,"StGWCMt3/",62,7,1,0
"245",5144,"StGWCMt3/",65,1,1,1
"246",5164,"StGWCMt3/",77,7,1,0
"247",5169,"StGWCMt3/",80,7,2,0
"248",5171,"StGWCMt3/",84,7,1,0
"249",5173,"StGWCMt3/",84,1,2,1
"250",5178,"StGWCMt3/",87,1,1,1
"251",5179,"StGWCMt3/",88,7,2,0
"252",5180,"StGWCMt3/",90,1,1,1
"253",5372,"vuIoDdoU/",59,7,1,0
"254",5379,"vuIoDdoU/",68,1,2,1
"255",5383,"vuIoDdoU/",71,7,2,0
"256",5388,"vuIoDdoU/",73,7,1,0
"257",5394,"vuIoDdoU/",77,7,2,0
"258",5399,"vuIoDdoU/",82,7,1,0
"259",5405,"vuIoDdoU/",85,7,2,0
"260",5410,"vuIoDdoU/",88,1,2,1
"261",5413,"vuIoDdoU/",90,1,1,1
"262",5447,"WEEwFIGH/",22,1,1,1
"263",5472,"WEEwFIGH/",45,7,2,0
"264",5482,"WEEwFIGH/",54,7,2,0
"265",5495,"WEEwFIGH/",66,1,2,1
"266",5506,"WEEwFIGH/",75,7,1,0
"267",5507,"WEEwFIGH/",76,7,1,0
"268",5511,"WEEwFIGH/",79,7,2,0
"269",5518,"WEEwFIGH/",81,7,1,0
"270",5561,"0Ed6GSCi/",31,1,1,1
"271",5582,"0Ed6GSCi/",45,7,2,0
"272",5586,"0Ed6GSCi/",52,1,1,1
"273",5597,"0Ed6GSCi/",62,7,2,0
"274",5603,"0Ed6GSCi/",66,7,1,0
"275",5604,"0Ed6GSCi/",66,7,1,0
"276",5607,"0Ed6GSCi/",72,1,1,1
"277",5611,"0Ed6GSCi/",74,7,2,0
"278",5628,"0Ed6GSCi/",86,1,1,1
"279",5632,"0Ed6GSCi/",88,7,1,0
"280",5780,"j3kJDQdA/",39,1,1,1
"281",5783,"j3kJDQdA/",45,1,2,1
"282",5792,"j3kJDQdA/",58,7,1,0
"283",5799,"j3kJDQdA/",64,1,1,1
"284",5802,"j3kJDQdA/",70,7,1,0
"285",5807,"j3kJDQdA/",71,7,2,0
"286",5811,"j3kJDQdA/",80,7,2,0
"287",5818,"j3kJDQdA/",88,7,1,0
"288",5819,"j3kJDQdA/",88,7,2,0
"289",5895,"lvg2H8co/",64,7,2,0
"290",5902,"lvg2H8co/",67,7,1,0
"291",5903,"lvg2H8co/",67,7,2,0
"292",5915,"lvg2H8co/",77,7,1,0
"293",5916,"lvg2H8co/",79,7,1,0
"294",5918,"lvg2H8co/",82,7,2,0
"295",5976,"M3FzCtd9/",33,1,1,1
"296",6014,"M3FzCtd9/",60,7,1,0
"297",6015,"M3FzCtd9/",61,7,2,0
"298",6027,"M3FzCtd9/",68,7,1,0
"299",6040,"M3FzCtd9/",75,7,2,0
"300",6041,"M3FzCtd9/",78,7,1,0
"301",6048,"M3FzCtd9/",83,1,2,1
"302",6076,"z7JvB0BF/",7,1,1,1
"303",6083,"z7JvB0BF/",12,1,1,1
"304",6112,"z7JvB0BF/",45,7,1,0
"305",6113,"z7JvB0BF/",45,7,2,0
"306",6114,"z7JvB0BF/",45,7,2,0
"307",6135,"z7JvB0BF/",57,1,2,1
"308",6140,"z7JvB0BF/",61,7,1,0
"309",6143,"z7JvB0BF/",64,1,2,1
"310",6166,"z7JvB0BF/",78,7,1,0
"311",6171,"z7JvB0BF/",81,1,2,1
"312",6175,"z7JvB0BF/",86,7,2,0
"313",6180,"z7JvB0BF/",90,1,2,1
"314",6236,"vwm9GyYl/",60,7,2,0
"315",6243,"vwm9GyYl/",65,7,1,0
"316",6255,"vwm9GyYl/",73,7,2,0
"317",6260,"vwm9GyYl/",79,7,2,0
"318",6270,"vwm9GyYl/",86,1,1,1
"319",6271,"vwm9GyYl/",89,7,1,0
"320",6275,"vwm9GyYl/",90,7,1,0
"321",6430,"bJFwOweL/",30,1,1,1
"322",6439,"bJFwOweL/",40,1,1,1
"323",6448,"bJFwOweL/",45,7,2,0
"324",6456,"bJFwOweL/",50,7,2,0
"325",6469,"bJFwOweL/",59,1,1,1
"326",6478,"bJFwOweL/",64,7,2,0
"327",6498,"bJFwOweL/",81,7,1,0
"328",6501,"bJFwOweL/",85,7,1,0
"329",6506,"bJFwOweL/",89,7,1,0
"330",6529,"C2F4CH2R/",27,1,1,1
"331",6573,"C2F4CH2R/",64,7,2,0
"332",6574,"C2F4CH2R/",64,7,2,0
"333",6585,"C2F4CH2R/",71,7,1,0
"334",6594,"C2F4CH2R/",76,7,2,0
"335",6603,"C2F4CH2R/",80,1,2,1
"336",6614,"C2F4CH2R/",87,7,1,0
"337",6615,"C2F4CH2R/",87,7,1,0
"338",6624,"C2F4CH2R/",90,1,2,1
"339",6764,"dEc4HHIr/",37,1,1,1
"340",6765,"dEc4HHIr/",38,1,2,1
"341",6800,"dEc4HHIr/",74,7,2,0
"342",6801,"dEc4HHIr/",74,7,2,0
"343",6805,"dEc4HHIr/",80,7,1,0
"344",6806,"dEc4HHIr/",80,7,1,0
"345",6810,"dEc4HHIr/",83,1,2,1
"346",6816,"dEc4HHIr/",86,7,1,0
"347",6823,"dEc4HHIr/",90,7,2,0
"348",7190,"KSGZOJuF/",60,7,1,0
"349",7193,"KSGZOJuF/",61,7,2,0
"350",7204,"KSGZOJuF/",73,7,1,0
"351",7209,"KSGZOJuF/",76,1,1,1
"352",7214,"KSGZOJuF/",81,7,2,0
"353",7215,"KSGZOJuF/",81,7,2,0
"354",7218,"KSGZOJuF/",85,7,1,0
"355",7231,"MZT7gdBe/",10,1,2,1
"356",7285,"MZT7gdBe/",56,7,1,0
"357",7295,"MZT7gdBe/",65,7,1,0
"358",7300,"MZT7gdBe/",70,7,2,0
"359",7306,"MZT7gdBe/",78,1,1,1
"360",7309,"MZT7gdBe/",80,7,1,0
"361",7324,"MZT7gdBe/",90,1,1,1
"362",7510,"Q7zaeItq/",57,7,2,0
"363",7511,"Q7zaeItq/",57,7,2,0
"364",7514,"Q7zaeItq/",60,7,1,0
"365",7524,"Q7zaeItq/",66,7,1,0
"366",7529,"Q7zaeItq/",68,1,2,1
"367",7530,"Q7zaeItq/",74,7,1,0
"368",7544,"Q7zaeItq/",84,7,2,0
"369",7628,"rNNmGa32/",64,7,1,0
"370",7640,"rNNmGa32/",71,7,2,0
"371",7651,"rNNmGa32/",81,7,1,0
"372",7659,"rNNmGa32/",87,7,1,0
"373",7665,"rNNmGa32/",90,7,2,0
"374",7758,"2iMUPaQ8/",2,1,2,1
"375",7793,"2iMUPaQ8/",30,1,1,1
"376",7823,"2iMUPaQ8/",50,7,1,0
"377",7844,"2iMUPaQ8/",65,7,1,0
"378",7854,"2iMUPaQ8/",73,7,2,0
"379",7864,"2iMUPaQ8/",78,7,2,0
"380",7884,"2iMUPaQ8/",88,7,2,0
"381",7885,"2iMUPaQ8/",89,7,1,0
"382",8079,"6uBz2dY1/",64,1,1,1
"383",8086,"6uBz2dY1/",67,7,2,0
"384",8097,"6uBz2dY1/",73,7,2,0
"385",8101,"6uBz2dY1/",81,7,2,0
"386",8102,"6uBz2dY1/",82,7,1,0
"387",8106,"6uBz2dY1/",86,7,1,0
"388",8112,"6uBz2dY1/",90,7,1,0
"389",8153,"C88uY13B/",24,1,2,1
"390",8159,"C88uY13B/",28,1,2,1
"391",8189,"C88uY13B/",53,7,1,0
"392",8190,"C88uY13B/",53,7,1,0
"393",8210,"C88uY13B/",64,1,2,1
"394",8221,"C88uY13B/",71,1,2,1
"395",8222,"C88uY13B/",72,7,2,0
"396",8228,"C88uY13B/",76,7,2,0
"397",8233,"C88uY13B/",78,7,2,0
"398",8241,"C88uY13B/",82,1,2,1
"399",8242,"C88uY13B/",82,7,1,0
"400",8246,"C88uY13B/",87,1,2,1
"401",8359,"MDMiFJI8/",5,1,1,1
"402",8413,"MDMiFJI8/",41,1,1,1
"403",8418,"MDMiFJI8/",45,1,1,1
"404",8419,"MDMiFJI8/",45,7,2,0
"405",8431,"MDMiFJI8/",58,1,2,1
"406",8432,"MDMiFJI8/",59,7,1,0
"407",8437,"MDMiFJI8/",61,1,2,1
"408",8444,"MDMiFJI8/",67,7,1,0
"409",8448,"MDMiFJI8/",71,7,1,0
"410",8452,"MDMiFJI8/",73,7,2,0
"411",8459,"MDMiFJI8/",79,7,2,0
"412",8481,"tvgGyp4n/",2,1,1,1
"413",8505,"tvgGyp4n/",26,1,1,1
"414",8519,"tvgGyp4n/",45,7,1,0
"415",8520,"tvgGyp4n/",45,7,2,0
"416",8521,"tvgGyp4n/",45,7,2,0
"417",8541,"tvgGyp4n/",65,7,1,0
"418",8546,"tvgGyp4n/",73,7,2,0
"419",8549,"tvgGyp4n/",74,7,1,0
"420",8556,"tvgGyp4n/",81,1,2,1
"421",8628,"UaoTYsl5/",45,7,1,0
"422",8637,"UaoTYsl5/",56,1,1,1
"423",8638,"UaoTYsl5/",57,7,1,0
"424",8639,"UaoTYsl5/",59,7,2,0
"425",8644,"UaoTYsl5/",62,1,2,1
"426",8655,"UaoTYsl5/",71,7,1,0
"427",8668,"UaoTYsl5/",80,7,2,0
"428",8675,"UaoTYsl5/",86,7,2,0
"429",9057,"zwnPZNYb/",59,7,2,0
"430",9060,"zwnPZNYb/",60,7,1,0
"431",9061,"zwnPZNYb/",62,1,1,1
"432",9066,"zwnPZNYb/",67,7,1,0
"433",9070,"zwnPZNYb/",74,7,2,0
"434",9071,"zwnPZNYb/",74,7,2,0
"435",9076,"zwnPZNYb/",77,7,1,0
"436",9211,"jLzeUf2l/",5,1,1,1
"437",9212,"jLzeUf2l/",6,1,2,1
"438",9226,"jLzeUf2l/",23,1,2,1
"439",9269,"jLzeUf2l/",61,7,2,0
"440",9270,"jLzeUf2l/",62,7,1,0
"441",9272,"jLzeUf2l/",63,7,1,0
"442",9277,"jLzeUf2l/",69,7,2,0
"443",9284,"jLzeUf2l/",74,1,2,1
"444",9286,"jLzeUf2l/",77,7,2,0
"445",9287,"jLzeUf2l/",79,7,1,0
"446",9290,"jLzeUf2l/",81,1,2,1
"447",9480,"8CDrVzmr/",58,1,1,1
"448",9483,"8CDrVzmr/",60,7,1,0
"449",9494,"8CDrVzmr/",67,7,2,0
"450",9499,"8CDrVzmr/",71,7,2,0
"451",9502,"8CDrVzmr/",75,7,1,0
"452",9516,"8CDrVzmr/",86,7,1,0
"453",9544,"8IIi5Zf1/",7,1,2,1
"454",9580,"8IIi5Zf1/",43,1,1,1
"455",9584,"8IIi5Zf1/",53,1,2,1
"456",9587,"8IIi5Zf1/",61,7,1,0
"457",9602,"8IIi5Zf1/",71,7,2,0
"458",9603,"8IIi5Zf1/",72,7,1,0
"459",9604,"8IIi5Zf1/",72,7,1,0
"460",9621,"8IIi5Zf1/",88,7,2,0
"461",9759,"bBByVmEG/",14,1,1,1
"462",9779,"bBByVmEG/",39,1,2,1
"463",9804,"bBByVmEG/",60,1,1,1
"464",9817,"bBByVmEG/",69,1,1,1
"465",9818,"bBByVmEG/",70,7,2,0
"466",9819,"bBByVmEG/",70,7,2,0
"467",9820,"bBByVmEG/",72,7,1,0
"468",9822,"bBByVmEG/",73,1,2,1
"469",9834,"bBByVmEG/",81,7,2,0
"470",9843,"bBByVmEG/",87,7,1,0
"471",9845,"bBByVmEG/",88,1,1,1
"472",9846,"bBByVmEG/",90,7,1,0
"473",10006,"EeJm6Fue/",62,7,1,0
"474",10016,"EeJm6Fue/",67,7,2,0
"475",10022,"EeJm6Fue/",70,7,1,0
"476",10032,"EeJm6Fue/",78,7,2,0
"477",10034,"EeJm6Fue/",80,7,2,0
"478",10039,"EeJm6Fue/",83,7,1,0
"479",10055,"EeJm6Fue/",90,1,2,1
"480",10082,"ID3RLfur/",40,1,1,1
"481",10092,"ID3RLfur/",45,7,2,0
"482",10105,"ID3RLfur/",60,7,1,0
"483",10108,"ID3RLfur/",62,7,2,0
"484",10111,"ID3RLfur/",67,7,1,0
"485",10124,"ID3RLfur/",79,7,2,0
"486",10125,"ID3RLfur/",79,7,1,0
"487",10138,"ID3RLfur/",88,1,2,1
"488",10252,"ITPv8yBr/",13,7,2,0
"489",10284,"ITPv8yBr/",36,1,2,1
"490",10300,"ITPv8yBr/",49,1,1,1
"491",10306,"ITPv8yBr/",55,1,1,1
"492",10313,"ITPv8yBr/",61,1,1,1
"493",10317,"ITPv8yBr/",67,7,1,0
"494",10323,"ITPv8yBr/",70,7,1,0
"495",10324,"ITPv8yBr/",71,7,2,0
"496",10331,"ITPv8yBr/",79,7,1,0
"497",10342,"ITPv8yBr/",86,7,2,0
"498",10469,"n3jHEF21/",8,1,1,1
"499",10487,"n3jHEF21/",26,1,1,1
"500",10501,"n3jHEF21/",45,1,1,1
"501",10502,"n3jHEF21/",46,7,2,0
"502",10503,"n3jHEF21/",48,7,2,0
"503",10508,"n3jHEF21/",54,1,1,1
"504",10511,"n3jHEF21/",57,1,1,1
"505",10516,"n3jHEF21/",64,7,1,0
"506",10525,"n3jHEF21/",73,1,1,1
"507",10526,"n3jHEF21/",73,7,1,0
"508",10527,"n3jHEF21/",75,7,1,0
"509",10540,"n3jHEF21/",86,7,2,0
"510",10546,"n3jHEF21/",90,1,1,1
"511",10805,"QgkLDZH7/",52,1,1,1
"512",10837,"QgkLDZH7/",76,7,2,0
"513",10840,"QgkLDZH7/",78,1,1,1
"514",10841,"QgkLDZH7/",79,7,1,0
"515",10842,"QgkLDZH7/",80,7,1,0
"516",10851,"QgkLDZH7/",86,7,1,0
"517",10853,"QgkLDZH7/",88,7,2,0
"518",10970,"WGiCxJf8/",16,1,2,1
"519",11014,"WGiCxJf8/",45,1,2,1
"520",11039,"WGiCxJf8/",57,7,2,0
"521",11051,"WGiCxJf8/",64,7,1,0
"522",11058,"WGiCxJf8/",70,7,1,0
"523",11060,"WGiCxJf8/",73,7,2,0
"524",11062,"WGiCxJf8/",74,1,2,1
"525",11069,"WGiCxJf8/",80,7,1,0
"526",11074,"WGiCxJf8/",82,7,2,0
"527",11079,"WGiCxJf8/",85,1,2,1
"528",11205,"zesOOHnH/",3,1,2,1
"529",11224,"zesOOHnH/",24,1,1,1
"530",11264,"zesOOHnH/",58,7,1,0
"531",11268,"zesOOHnH/",60,7,2,0
"532",11274,"zesOOHnH/",66,7,2,0
"533",11277,"zesOOHnH/",67,1,2,1
"534",11279,"zesOOHnH/",69,7,1,0
"535",11290,"zesOOHnH/",81,7,1,0
"536",11293,"zesOOHnH/",84,7,2,0
"537",11298,"zesOOHnH/",87,1,2,1
"538",11564,"Ait1vcn4/",33,1,2,1
"539",11565,"Ait1vcn4/",34,7,2,0
"540",11580,"Ait1vcn4/",45,7,1,0
"541",11584,"Ait1vcn4/",48,1,1,1
"542",11589,"Ait1vcn4/",51,1,2,1
"543",11590,"Ait1vcn4/",54,1,1,1
"544",11604,"Ait1vcn4/",62,7,2,0
"545",11614,"Ait1vcn4/",69,7,1,0
"546",11618,"Ait1vcn4/",71,7,2,0
"547",11623,"Ait1vcn4/",74,7,1,0
"548",11635,"Ait1vcn4/",86,1,1,1
"549",11637,"Ait1vcn4/",88,1,1,1
"550",11643,"Ait1vcn4/",90,1,2,1
"551",11951,"hYAuU7TM/",62,7,2,0
"552",11957,"hYAuU7TM/",71,7,1,0
"553",11964,"hYAuU7TM/",78,7,1,0
"554",11965,"hYAuU7TM/",78,7,2,0
"555",11966,"hYAuU7TM/",79,7,2,0
"556",11968,"hYAuU7TM/",80,7,1,0
"557",12005,"IXgOZGvR/",13,1,2,1
"558",12030,"IXgOZGvR/",33,1,1,1
"559",12052,"IXgOZGvR/",57,7,2,0
"560",12067,"IXgOZGvR/",70,7,1,0
"561",12081,"IXgOZGvR/",80,7,2,0
"562",12082,"IXgOZGvR/",80,7,2,0
"563",12087,"IXgOZGvR/",82,1,1,1
"564",12090,"IXgOZGvR/",85,7,1,0
"565",12100,"IXgOZGvR/",90,7,1,0
"566",12264,"KzeGXkUc/",59,7,1,0
"567",12265,"KzeGXkUc/",60,7,2,0
