"","X","id_odsp","time","event_type","side","is_goal"
"26187",678151,"dK9WlXgS/",74,7,2,0
"26188",678154,"dK9WlXgS/",77,7,2,0
"26189",678158,"dK9WlXgS/",80,7,1,0
"26190",678539,"fcjITt9r/",33,1,2,1
"26191",678553,"fcjITt9r/",46,1,1,1
"26192",678564,"fcjITt9r/",58,7,2,0
"26193",678565,"fcjITt9r/",60,7,1,0
"26194",678578,"fcjITt9r/",71,7,2,0
"26195",678579,"fcjITt9r/",73,1,1,1
"26196",678580,"fcjITt9r/",74,7,1,0
"26197",678581,"fcjITt9r/",75,7,1,0
"26198",678585,"fcjITt9r/",79,7,2,0
"26199",678605,"fcjITt9r/",90,1,1,1
"26200",678632,"fVJ4q2Z4/",35,1,1,1
"26201",678645,"fVJ4q2Z4/",51,1,1,1
"26202",678649,"fVJ4q2Z4/",56,7,2,0
"26203",678650,"fVJ4q2Z4/",56,7,2,0
"26204",678660,"fVJ4q2Z4/",66,1,1,1
"26205",678664,"fVJ4q2Z4/",71,7,2,0
"26206",678665,"fVJ4q2Z4/",73,7,1,0
"26207",678666,"fVJ4q2Z4/",73,7,1,0
"26208",678672,"fVJ4q2Z4/",80,1,2,1
"26209",678673,"fVJ4q2Z4/",81,7,1,0
"26210",678892,"IPli6JIq/",43,1,2,1
"26211",678907,"IPli6JIq/",56,7,1,0
"26212",678925,"IPli6JIq/",70,7,2,0
"26213",678932,"IPli6JIq/",76,7,2,0
"26214",678934,"IPli6JIq/",77,1,1,1
"26215",678947,"IPli6JIq/",90,7,1,0
"26216",678948,"IPli6JIq/",90,7,1,0
"26217",678951,"IPli6JIq/",90,1,1,1
"26218",678952,"IPli6JIq/",90,7,2,0
"26219",679001,"jqWGlro8/",54,7,2,0
"26220",679013,"jqWGlro8/",62,7,1,0
"26221",679020,"jqWGlro8/",67,7,2,0
"26222",679024,"jqWGlro8/",70,7,2,0
"26223",679034,"jqWGlro8/",76,1,2,1
"26224",679036,"jqWGlro8/",79,7,1,0
"26225",679037,"jqWGlro8/",81,7,1,0
"26226",679061,"jwma4cmd/",8,1,2,1
"26227",679119,"jwma4cmd/",58,7,1,0
"26228",679120,"jwma4cmd/",58,7,1,0
"26229",679126,"jwma4cmd/",66,7,2,0
"26230",679138,"jwma4cmd/",74,7,1,0
"26231",679140,"jwma4cmd/",76,7,2,0
"26232",679152,"jwma4cmd/",85,7,2,0
"26233",679299,"OxvVQvg1/",24,1,2,1
"26234",679327,"OxvVQvg1/",45,7,1,0
"26235",679328,"OxvVQvg1/",45,7,1,0
"26236",679346,"OxvVQvg1/",58,7,2,0
"26237",679350,"OxvVQvg1/",59,1,2,1
"26238",679354,"OxvVQvg1/",62,7,1,0
"26239",679358,"OxvVQvg1/",66,7,2,0
"26240",679378,"OxvVQvg1/",81,7,2,0
"26241",679391,"OxvVQvg1/",90,1,1,1
"26242",679421,"QeF0prKb/",45,7,1,0
"26243",679426,"QeF0prKb/",48,1,1,1
"26244",679439,"QeF0prKb/",65,7,2,0
"26245",679440,"QeF0prKb/",65,7,1,0
"26246",679441,"QeF0prKb/",70,1,1,1
"26247",679442,"QeF0prKb/",72,7,1,0
"26248",679447,"QeF0prKb/",74,7,2,0
"26249",679457,"QeF0prKb/",84,1,2,1
"26250",679458,"QeF0prKb/",86,1,1,1
"26251",679459,"QeF0prKb/",88,7,2,0
"26252",679584,"v1AtumrJ/",30,1,1,1
"26253",679608,"v1AtumrJ/",57,7,2,0
"26254",679631,"v1AtumrJ/",74,7,2,0
"26255",679632,"v1AtumrJ/",75,7,1,0
"26256",679642,"v1AtumrJ/",83,7,1,0
"26257",679643,"v1AtumrJ/",83,7,1,0
"26258",679646,"v1AtumrJ/",84,1,1,1
"26259",679662,"WxAtGffN/",7,1,2,1
"26260",679671,"WxAtGffN/",17,1,2,1
"26261",679672,"WxAtGffN/",20,1,2,1
"26262",679682,"WxAtGffN/",28,1,2,1
"26263",679704,"WxAtGffN/",45,7,1,0
"26264",679705,"WxAtGffN/",45,7,1,0
"26265",679721,"WxAtGffN/",56,7,2,0
"26266",679726,"WxAtGffN/",61,1,2,1
"26267",679727,"WxAtGffN/",62,7,2,0
"26268",679730,"WxAtGffN/",65,7,1,0
"26269",679743,"WxAtGffN/",75,7,2,0
"26270",679746,"WxAtGffN/",81,1,2,1
"26271",679921,"zRM2OIvS/",63,7,1,0
"26272",679927,"zRM2OIvS/",67,7,2,0
"26273",679929,"zRM2OIvS/",68,7,1,0
"26274",679933,"zRM2OIvS/",71,7,2,0
"26275",679942,"zRM2OIvS/",82,7,2,0
"26276",679948,"zRM2OIvS/",85,7,1,0
"26277",680123,"2cIPJxeb/",55,7,1,0
"26278",680130,"2cIPJxeb/",66,7,2,0
"26279",680131,"2cIPJxeb/",66,7,2,0
"26280",680135,"2cIPJxeb/",68,7,1,0
"26281",680155,"2cIPJxeb/",81,7,2,0
"26282",680158,"2cIPJxeb/",83,7,1,0
"26283",680331,"Cnle5wYk/",37,1,1,1
"26284",680340,"Cnle5wYk/",42,1,2,1
"26285",680363,"Cnle5wYk/",61,1,1,1
"26286",680364,"Cnle5wYk/",62,7,1,0
"26287",680367,"Cnle5wYk/",66,7,2,0
"26288",680391,"Cnle5wYk/",82,7,2,0
"26289",680402,"Cnle5wYk/",87,7,2,0
"26290",680406,"Cnle5wYk/",90,7,1,0
"26291",680408,"Cnle5wYk/",90,7,1,0
"26292",680593,"dzObPbPL/",45,7,1,0
"26293",680594,"dzObPbPL/",45,7,1,0
"26294",680595,"dzObPbPL/",45,1,2,1
"26295",680600,"dzObPbPL/",49,1,1,1
"26296",680623,"dzObPbPL/",64,7,2,0
"26297",680645,"dzObPbPL/",82,7,2,0
"26298",680656,"dzObPbPL/",89,7,2,0
"26299",680659,"dzObPbPL/",90,1,2,1
"26300",680660,"dzObPbPL/",90,1,2,1
"26301",680677,"EyEBgeuc/",13,1,2,1
"26302",680694,"EyEBgeuc/",22,1,1,1
"26303",680707,"EyEBgeuc/",33,1,2,1
"26304",680713,"EyEBgeuc/",40,1,1,1
"26305",680728,"EyEBgeuc/",56,7,2,0
"26306",680737,"EyEBgeuc/",63,7,1,0
"26307",680740,"EyEBgeuc/",65,7,1,0
"26308",680748,"EyEBgeuc/",70,7,2,0
"26309",680757,"EyEBgeuc/",78,7,1,0
"26310",680758,"EyEBgeuc/",80,7,2,0
"26311",680796,"hje2qBHk/",16,7,2,0
"26312",680830,"hje2qBHk/",49,1,1,1
"26313",680831,"hje2qBHk/",51,7,2,0
"26314",680841,"hje2qBHk/",58,7,2,0
"26315",680849,"hje2qBHk/",63,7,1,0
"26316",680854,"hje2qBHk/",66,1,2,1
"26317",680858,"hje2qBHk/",71,1,1,1
"26318",680859,"hje2qBHk/",73,1,2,1
"26319",680877,"hje2qBHk/",83,7,1,0
"26320",680878,"hje2qBHk/",84,7,1,0
"26321",680927,"hl4jYM0R/",17,1,2,1
"26322",680982,"hl4jYM0R/",56,7,1,0
"26323",680983,"hl4jYM0R/",57,7,2,0
"26324",680993,"hl4jYM0R/",67,7,2,0
"26325",680994,"hl4jYM0R/",68,7,1,0
"26326",681013,"hl4jYM0R/",80,7,2,0
"26327",681018,"hl4jYM0R/",82,7,1,0
"26328",681033,"j5Z71euU/",6,1,1,1
"26329",681061,"j5Z71euU/",24,1,1,1
"26330",681103,"j5Z71euU/",62,7,2,0
"26331",681104,"j5Z71euU/",62,7,2,0
"26332",681111,"j5Z71euU/",68,7,1,0
"26333",681113,"j5Z71euU/",70,1,2,1
"26334",681127,"j5Z71euU/",79,7,1,0
"26335",681128,"j5Z71euU/",82,7,2,0
"26336",681129,"j5Z71euU/",83,1,1,1
"26337",681137,"j5Z71euU/",88,7,1,0
"26338",681197,"M1HJiZ99/",56,7,1,0
"26339",681198,"M1HJiZ99/",56,7,1,0
"26340",681199,"M1HJiZ99/",56,7,2,0
"26341",681204,"M1HJiZ99/",64,1,1,1
"26342",681213,"M1HJiZ99/",71,7,2,0
"26343",681217,"M1HJiZ99/",73,1,1,1
"26344",681222,"M1HJiZ99/",78,7,2,0
"26345",681228,"M1HJiZ99/",83,7,1,0
"26346",681275,"n5GdoO4h/",39,1,2,1
"26347",681278,"n5GdoO4h/",45,7,1,0
"26348",681296,"n5GdoO4h/",63,1,2,1
"26349",681297,"n5GdoO4h/",64,7,1,0
"26350",681298,"n5GdoO4h/",64,7,1,0
"26351",681301,"n5GdoO4h/",65,7,2,0
"26352",681306,"n5GdoO4h/",71,1,1,1
"26353",681309,"n5GdoO4h/",74,7,2,0
"26354",681323,"n5GdoO4h/",81,1,1,1
"26355",681328,"n5GdoO4h/",85,7,2,0
"26356",681332,"n5GdoO4h/",89,1,1,1
"26357",681462,"tElQRKwe/",15,1,1,1
"26358",681494,"tElQRKwe/",46,1,1,1
"26359",681503,"tElQRKwe/",64,7,2,0
"26360",681504,"tElQRKwe/",64,7,1,0
"26361",681505,"tElQRKwe/",66,1,1,1
"26362",681506,"tElQRKwe/",70,1,1,1
"26363",681507,"tElQRKwe/",71,7,1,0
"26364",681509,"tElQRKwe/",74,7,1,0
"26365",681513,"tElQRKwe/",78,1,2,1
"26366",682339,"GbcywIgL/",13,1,2,1
"26367",682341,"GbcywIgL/",18,1,1,1
"26368",682375,"GbcywIgL/",45,7,2,0
"26369",682389,"GbcywIgL/",61,1,1,1
"26370",682394,"GbcywIgL/",68,1,1,1
"26371",682407,"GbcywIgL/",75,7,2,0
"26372",682408,"GbcywIgL/",76,7,1,0
"26373",682409,"GbcywIgL/",76,7,2,0
"26374",682423,"GbcywIgL/",88,7,1,0
"26375",682426,"GbcywIgL/",90,7,1,0
"26376",682433,"8hQKuKYT/",4,1,1,1
"26377",682440,"8hQKuKYT/",8,1,1,1
"26378",682481,"8hQKuKYT/",45,7,2,0
"26379",682497,"8hQKuKYT/",64,7,1,0
"26380",682499,"8hQKuKYT/",68,7,2,0
"26381",682504,"8hQKuKYT/",72,7,2,0
"26382",682509,"8hQKuKYT/",75,7,1,0
"26383",682528,"8hQKuKYT/",89,7,1,0
"26384",682537,"A1Cnyvso/",0,7,1,0
"26385",682567,"A1Cnyvso/",42,1,2,1
"26386",682592,"A1Cnyvso/",70,7,2,0
"26387",682605,"A1Cnyvso/",78,7,1,0
"26388",682609,"A1Cnyvso/",82,7,1,0
"26389",682616,"A1Cnyvso/",90,7,2,0
"26390",682621,"A1Cnyvso/",90,7,2,0
"26391",682729,"ALduxx9R/",20,1,2,1
"26392",682764,"ALduxx9R/",59,7,1,0
"26393",682768,"ALduxx9R/",62,1,2,1
"26394",682770,"ALduxx9R/",63,1,2,1
"26395",682771,"ALduxx9R/",66,7,2,0
"26396",682772,"ALduxx9R/",68,7,2,0
"26397",682773,"ALduxx9R/",69,7,1,0
"26398",682777,"ALduxx9R/",72,7,2,0
"26399",682781,"ALduxx9R/",77,7,1,0
"26400",682872,"EZCxIGHe/",68,7,1,0
"26401",682883,"EZCxIGHe/",76,7,1,0
"26402",682887,"EZCxIGHe/",84,7,2,0
"26403",682892,"EZCxIGHe/",87,7,1,0
"26404",682896,"EZCxIGHe/",89,7,2,0
"26405",682898,"EZCxIGHe/",90,7,2,0
"26406",683112,"G6VBVZgA/",55,1,1,1
"26407",683117,"G6VBVZgA/",61,7,2,0
"26408",683118,"G6VBVZgA/",62,7,1,0
"26409",683128,"G6VBVZgA/",67,7,2,0
"26410",683140,"G6VBVZgA/",77,7,2,0
"26411",683141,"G6VBVZgA/",77,7,1,0
"26412",683150,"G6VBVZgA/",85,7,1,0
"26413",683627,"MNhf4CgF/",19,1,1,1
"26414",683662,"MNhf4CgF/",45,7,2,0
"26415",683669,"MNhf4CgF/",54,7,1,0
"26416",683686,"MNhf4CgF/",62,7,2,0
"26417",683693,"MNhf4CgF/",68,7,1,0
"26418",683701,"MNhf4CgF/",73,1,2,1
"26419",683702,"MNhf4CgF/",74,7,1,0
"26420",683715,"MNhf4CgF/",82,7,2,0
"26421",683731,"MNhf4CgF/",90,1,2,1
"26422",683965,"OjJ3uv8f/",23,1,1,1
"26423",683978,"OjJ3uv8f/",35,1,2,1
"26424",683993,"OjJ3uv8f/",44,7,2,0
"26425",684007,"OjJ3uv8f/",61,1,1,1
"26426",684013,"OjJ3uv8f/",69,7,1,0
"26427",684016,"OjJ3uv8f/",70,7,2,0
"26428",684033,"OjJ3uv8f/",85,7,1,0
"26429",684036,"OjJ3uv8f/",87,7,2,0
"26430",684037,"OjJ3uv8f/",88,7,1,0
"26431",684261,"rHwaYyAi/",45,7,1,0
"26432",684277,"rHwaYyAi/",52,7,2,0
"26433",684286,"rHwaYyAi/",60,7,2,0
"26434",684290,"rHwaYyAi/",66,7,1,0
"26435",684293,"rHwaYyAi/",68,7,2,0
"26436",684312,"rHwaYyAi/",83,7,1,0
"26437",684339,"tSTbtKhl/",19,1,1,1
"26438",684352,"tSTbtKhl/",32,1,2,1
"26439",684400,"tSTbtKhl/",60,7,2,0
"26440",684408,"tSTbtKhl/",72,7,2,0
"26441",684409,"tSTbtKhl/",72,7,1,0
"26442",684416,"tSTbtKhl/",77,7,2,0
"26443",684420,"tSTbtKhl/",81,7,1,0
"26444",684445,"tSTbtKhl/",90,1,1,1
"26445",684569,"x8bXwbvF/",45,7,1,0
"26446",684591,"x8bXwbvF/",64,1,1,1
"26447",684597,"x8bXwbvF/",70,7,2,0
"26448",684599,"x8bXwbvF/",71,7,2,0
"26449",684606,"x8bXwbvF/",76,7,2,0
"26450",684607,"x8bXwbvF/",77,7,1,0
"26451",684622,"x8bXwbvF/",88,7,1,0
"26452",685150,"b9ZpfSV7/",17,1,1,1
"26453",685155,"b9ZpfSV7/",24,1,1,1
"26454",685175,"b9ZpfSV7/",45,7,2,0
"26455",685186,"b9ZpfSV7/",56,7,1,0
"26456",685189,"b9ZpfSV7/",62,7,2,0
"26457",685205,"b9ZpfSV7/",76,7,1,0
"26458",685215,"b9ZpfSV7/",82,7,2,0
"26459",685218,"b9ZpfSV7/",84,7,1,0
"26460",685273,"ELXYdUok/",35,1,2,1
"26461",685289,"ELXYdUok/",45,7,2,0
"26462",685304,"ELXYdUok/",56,7,1,0
"26463",685307,"ELXYdUok/",58,7,2,0
"26464",685321,"ELXYdUok/",71,7,1,0
"26465",685328,"ELXYdUok/",76,7,2,0
"26466",685329,"ELXYdUok/",76,7,1,0
"26467",685447,"hKOTJxmq/",19,1,1,1
"26468",685476,"hKOTJxmq/",45,7,2,0
"26469",685477,"hKOTJxmq/",45,7,2,0
"26470",685486,"hKOTJxmq/",58,1,1,1
"26471",685493,"hKOTJxmq/",64,7,1,0
"26472",685505,"hKOTJxmq/",74,1,1,1
"26473",685511,"hKOTJxmq/",78,7,2,0
"26474",685515,"hKOTJxmq/",81,7,1,0
"26475",685525,"hKOTJxmq/",88,7,1,0
"26476",685710,"M5cqDRwq/",42,1,2,1
"26477",685723,"M5cqDRwq/",55,7,2,0
"26478",685733,"M5cqDRwq/",62,7,1,0
"26479",685734,"M5cqDRwq/",62,7,1,0
"26480",685745,"M5cqDRwq/",71,7,1,0
"26481",685751,"M5cqDRwq/",76,7,2,0
"26482",685762,"M5cqDRwq/",88,7,2,0
"26483",685784,"OlSRqgat/",26,1,1,1
"26484",685807,"OlSRqgat/",47,1,1,1
"26485",685818,"OlSRqgat/",61,7,1,0
"26486",685821,"OlSRqgat/",63,7,2,0
"26487",685825,"OlSRqgat/",69,7,1,0
"26488",685834,"OlSRqgat/",74,7,1,0
"26489",685838,"OlSRqgat/",78,7,2,0
"26490",685841,"OlSRqgat/",78,7,2,0
"26491",686075,"Qeywdl1e/",14,1,1,1
"26492",686088,"Qeywdl1e/",35,1,1,1
"26493",686103,"Qeywdl1e/",45,7,2,0
"26494",686104,"Qeywdl1e/",45,7,2,0
"26495",686106,"Qeywdl1e/",47,1,1,1
"26496",686115,"Qeywdl1e/",59,1,1,1
"26497",686116,"Qeywdl1e/",60,7,1,0
"26498",686119,"Qeywdl1e/",65,7,1,0
"26499",686129,"Qeywdl1e/",74,7,2,0
"26500",686130,"Qeywdl1e/",74,7,1,0
"26501",686138,"Qeywdl1e/",79,1,1,1
"26502",686323,"SxHtHzX1/",53,1,2,1
"26503",686334,"SxHtHzX1/",62,7,2,0
"26504",686338,"SxHtHzX1/",66,7,1,0
"26505",686344,"SxHtHzX1/",71,7,2,0
"26506",686352,"SxHtHzX1/",74,7,1,0
"26507",686367,"SxHtHzX1/",87,7,1,0
"26508",686368,"SxHtHzX1/",89,7,2,0
"26509",686484,"UDkH9hXj/",4,1,2,1
"26510",686487,"UDkH9hXj/",8,1,2,1
"26511",686493,"UDkH9hXj/",16,1,1,1
"26512",686506,"UDkH9hXj/",28,1,1,1
"26513",686514,"UDkH9hXj/",34,1,2,1
"26514",686538,"UDkH9hXj/",62,7,1,0
"26515",686539,"UDkH9hXj/",62,7,1,0
"26516",686548,"UDkH9hXj/",67,7,2,0
"26517",686562,"UDkH9hXj/",78,7,2,0
"26518",686565,"UDkH9hXj/",82,7,1,0
"26519",686566,"UDkH9hXj/",83,7,2,0
"26520",687110,"xGW7WFv4/",50,1,1,1
"26521",687117,"xGW7WFv4/",56,1,1,1
"26522",687120,"xGW7WFv4/",61,1,1,1
"26523",687121,"xGW7WFv4/",62,7,1,0
"26524",687122,"xGW7WFv4/",63,7,2,0
"26525",687125,"xGW7WFv4/",66,1,2,1
"26526",687128,"xGW7WFv4/",68,7,2,0
"26527",687138,"xGW7WFv4/",80,7,2,0
"26528",687147,"xGW7WFv4/",90,1,1,1
"26529",687176,"2FLIkewR/",19,1,2,1
"26530",687192,"2FLIkewR/",31,1,1,1
"26531",687200,"2FLIkewR/",36,7,1,0
"26532",687230,"2FLIkewR/",64,7,1,0
"26533",687235,"2FLIkewR/",72,7,2,0
"26534",687243,"2FLIkewR/",82,7,2,0
"26535",687245,"2FLIkewR/",84,1,1,1
"26536",687252,"2FLIkewR/",89,7,2,0
"26537",687256,"2FLIkewR/",90,7,1,0
"26538",687270,"CfjdAPN1/",7,1,2,1
"26539",687292,"CfjdAPN1/",33,1,2,1
"26540",687322,"CfjdAPN1/",53,7,2,0
"26541",687327,"CfjdAPN1/",54,7,1,0
"26542",687328,"CfjdAPN1/",55,7,1,0
"26543",687346,"CfjdAPN1/",69,7,2,0
"26544",687351,"CfjdAPN1/",74,7,1,0
"26545",687360,"CfjdAPN1/",79,1,2,1
"26546",687364,"CfjdAPN1/",83,7,2,0
"26547",687390,"EHHXHVNE/",5,1,2,1
"26548",687396,"EHHXHVNE/",10,1,2,1
"26549",687432,"EHHXHVNE/",45,1,2,1
"26550",687433,"EHHXHVNE/",45,7,1,0
"26551",687438,"EHHXHVNE/",49,7,2,0
"26552",687440,"EHHXHVNE/",51,1,1,1
"26553",687449,"EHHXHVNE/",58,1,1,1
"26554",687460,"EHHXHVNE/",64,7,2,0
"26555",687475,"EHHXHVNE/",73,7,1,0
"26556",687484,"EHHXHVNE/",80,7,2,0
"26557",687491,"EHHXHVNE/",84,7,1,0
"26558",687754,"OOMEjyOK/",65,7,2,0
"26559",687755,"OOMEjyOK/",65,7,2,0
"26560",687760,"OOMEjyOK/",71,7,1,0
"26561",687769,"OOMEjyOK/",81,7,1,0
"26562",687777,"OOMEjyOK/",87,1,2,1
"26563",687778,"OOMEjyOK/",88,7,1,0
"26564",687781,"OOMEjyOK/",89,7,2,0
"26565",687812,"pEm7XeHr/",26,1,2,1
"26566",687832,"pEm7XeHr/",45,7,1,0
"26567",687833,"pEm7XeHr/",46,7,1,0
"26568",687837,"pEm7XeHr/",51,1,1,1
"26569",687838,"pEm7XeHr/",52,1,1,1
"26570",687843,"pEm7XeHr/",55,1,1,1
"26571",687844,"pEm7XeHr/",57,1,1,1
"26572",687847,"pEm7XeHr/",59,7,2,0
"26573",687848,"pEm7XeHr/",60,1,1,1
"26574",687865,"pEm7XeHr/",78,7,1,0
"26575",687866,"pEm7XeHr/",78,7,2,0
"26576",687867,"pEm7XeHr/",78,7,2,0
"26577",687895,"ppYixTcU/",18,1,1,1
"26578",687934,"ppYixTcU/",60,7,2,0
"26579",687944,"ppYixTcU/",66,7,1,0
"26580",687951,"ppYixTcU/",72,7,2,0
"26581",687952,"ppYixTcU/",75,7,1,0
"26582",687955,"ppYixTcU/",76,1,1,1
"26583",687959,"ppYixTcU/",83,1,1,1
"26584",687960,"ppYixTcU/",84,7,1,0
"26585",687965,"ppYixTcU/",88,7,2,0
"26586",687975,"QJusGFBK/",4,1,1,1
"26587",688009,"QJusGFBK/",45,7,1,0
"26588",688017,"QJusGFBK/",57,7,1,0
"26589",688027,"QJusGFBK/",64,7,1,0
"26590",688032,"QJusGFBK/",70,7,2,0
"26591",688045,"QJusGFBK/",79,7,2,0
"26592",688048,"QJusGFBK/",81,7,2,0
"26593",688052,"QJusGFBK/",90,1,1,1
"26594",688330,"6FdCAmGl/",35,1,2,1
"26595",688346,"6FdCAmGl/",45,7,1,0
"26596",688362,"6FdCAmGl/",56,7,1,0
"26597",688375,"6FdCAmGl/",65,7,2,0
"26598",688380,"6FdCAmGl/",69,7,1,0
"26599",688384,"6FdCAmGl/",73,7,2,0
"26600",688392,"6FdCAmGl/",78,7,2,0
"26601",688557,"6TyGVZoe/",58,7,2,0
"26602",688563,"6TyGVZoe/",69,1,1,1
"26603",688564,"6TyGVZoe/",70,7,1,0
"26604",688565,"6TyGVZoe/",72,7,2,0
"26605",688580,"6TyGVZoe/",80,7,1,0
"26606",688581,"6TyGVZoe/",81,7,2,0
"26607",688593,"6TyGVZoe/",90,7,1,0
"26608",688656,"8vHyHkwL/",56,7,1,0
"26609",688662,"8vHyHkwL/",64,7,2,0
"26610",688672,"8vHyHkwL/",71,1,1,1
"26611",688676,"8vHyHkwL/",76,7,2,0
"26612",688678,"8vHyHkwL/",79,7,1,0
"26613",688680,"8vHyHkwL/",81,7,2,0
"26614",688681,"8vHyHkwL/",82,1,1,1
"26615",688684,"8vHyHkwL/",85,7,1,0
"26616",688772,"d2QZsXTh/",13,1,2,1
"26617",688815,"d2QZsXTh/",51,7,1,0
"26618",688829,"d2QZsXTh/",65,7,1,0
"26619",688840,"d2QZsXTh/",75,7,2,0
"26620",688843,"d2QZsXTh/",77,7,1,0
"26621",688846,"d2QZsXTh/",79,7,2,0
"26622",688857,"d2QZsXTh/",89,7,2,0
"26623",688968,"EguOTDG7/",14,1,1,1
"26624",688970,"EguOTDG7/",16,1,2,1
"26625",688974,"EguOTDG7/",18,1,2,1
"26626",689007,"EguOTDG7/",45,7,1,0
"26627",689024,"EguOTDG7/",60,7,2,0
"26628",689032,"EguOTDG7/",67,7,1,0
"26629",689038,"EguOTDG7/",72,7,1,0
"26630",689039,"EguOTDG7/",72,7,2,0
"26631",689052,"EguOTDG7/",80,7,2,0
"26632",689071,"EguOTDG7/",90,1,2,1
"26633",689090,"G4tytBb5/",13,1,1,1
"26634",689114,"G4tytBb5/",36,1,1,1
"26635",689123,"G4tytBb5/",45,7,2,0
"26636",689143,"G4tytBb5/",63,7,2,0
"26637",689144,"G4tytBb5/",63,7,1,0
"26638",689145,"G4tytBb5/",64,7,1,0
"26639",689153,"G4tytBb5/",74,7,2,0
"26640",689163,"G4tytBb5/",81,7,1,0
"26641",689410,"IXjhB58e/",19,1,2,1
"26642",689470,"IXjhB58e/",67,1,1,1
"26643",689471,"IXjhB58e/",70,1,2,1
"26644",689473,"IXjhB58e/",72,7,2,0
"26645",689474,"IXjhB58e/",72,7,1,0
"26646",689481,"IXjhB58e/",78,7,1,0
"26647",689483,"IXjhB58e/",80,7,2,0
"26648",689488,"IXjhB58e/",84,7,1,0
"26649",689495,"IXjhB58e/",89,7,2,0
"26650",689535,"jok09qw8/",30,1,1,1
"26651",689556,"jok09qw8/",55,7,2,0
"26652",689562,"jok09qw8/",59,7,2,0
"26653",689567,"jok09qw8/",66,7,2,0
"26654",689580,"jok09qw8/",74,7,1,0
"26655",689584,"jok09qw8/",76,1,1,1
"26656",689587,"jok09qw8/",78,7,1,0
"26657",689591,"jok09qw8/",82,7,1,0
"26658",689830,"OfLH9Dll/",26,1,1,1
"26659",689831,"OfLH9Dll/",30,1,1,1
"26660",689868,"OfLH9Dll/",56,1,1,1
"26661",689869,"OfLH9Dll/",58,7,2,0
"26662",689886,"OfLH9Dll/",66,7,2,0
"26663",689896,"OfLH9Dll/",76,7,1,0
"26664",689898,"OfLH9Dll/",78,7,1,0
"26665",689907,"OfLH9Dll/",80,1,2,1
"26666",689909,"OfLH9Dll/",83,1,1,1
"26667",689910,"OfLH9Dll/",85,7,1,0
"26668",690100,"SOc8BT0r/",45,7,1,0
"26669",690101,"SOc8BT0r/",45,7,1,0
"26670",690109,"SOc8BT0r/",50,1,1,1
"26671",690131,"SOc8BT0r/",71,7,2,0
"26672",690140,"SOc8BT0r/",77,7,1,0
"26673",690146,"SOc8BT0r/",83,7,2,0
"26674",690152,"SOc8BT0r/",85,7,2,0
"26675",690162,"SOc8BT0r/",90,1,2,1
"26676",690314,"U1NAiH8E/",42,1,1,1
"26677",690317,"U1NAiH8E/",45,7,2,0
"26678",690328,"U1NAiH8E/",54,7,2,0
"26679",690329,"U1NAiH8E/",55,1,2,1
"26680",690340,"U1NAiH8E/",63,7,1,0
"26681",690357,"U1NAiH8E/",76,7,2,0
"26682",690359,"U1NAiH8E/",78,7,1,0
"26683",690372,"U1NAiH8E/",89,7,1,0
"26684",690472,"z3tKUg11/",5,1,1,1
"26685",690487,"z3tKUg11/",17,1,1,1
"26686",690488,"z3tKUg11/",19,1,1,1
"26687",690489,"z3tKUg11/",21,1,1,1
"26688",690513,"z3tKUg11/",45,7,2,0
"26689",690521,"z3tKUg11/",51,1,2,1
"26690",690531,"z3tKUg11/",56,7,1,0
"26691",690534,"z3tKUg11/",59,7,1,0
"26692",690550,"z3tKUg11/",71,7,2,0
"26693",690555,"z3tKUg11/",75,1,2,1
"26694",690558,"z3tKUg11/",77,7,1,0
"26695",690568,"z3tKUg11/",80,7,2,0
"26696",690763,"zRITIB88/",55,7,1,0
"26697",690777,"zRITIB88/",66,7,1,0
"26698",690782,"zRITIB88/",69,7,2,0
"26699",690789,"zRITIB88/",75,1,1,1
"26700",690790,"zRITIB88/",80,7,1,0
"26701",690791,"zRITIB88/",80,7,2,0
"26702",690792,"zRITIB88/",80,7,2,0
"26703",691399,"veX9m87t/",10,1,1,1
"26704",691414,"veX9m87t/",21,1,2,1
"26705",691449,"veX9m87t/",61,7,2,0
"26706",691469,"veX9m87t/",78,7,1,0
"26707",691470,"veX9m87t/",78,7,2,0
"26708",691492,"veX9m87t/",90,7,2,0
"26709",691604,"bmbRjSCN/",11,1,1,1
"26710",691640,"bmbRjSCN/",48,1,2,1
"26711",691659,"bmbRjSCN/",65,7,2,0
"26712",691660,"bmbRjSCN/",66,7,2,0
"26713",691665,"bmbRjSCN/",68,7,1,0
"26714",691673,"bmbRjSCN/",73,1,2,1
"26715",691677,"bmbRjSCN/",77,7,1,0
"26716",691680,"bmbRjSCN/",80,1,2,1
"26717",691683,"bmbRjSCN/",83,7,2,0
"26718",691691,"bmbRjSCN/",90,1,2,1
"26719",691721,"EFGbti0D/",31,1,2,1
"26720",691753,"EFGbti0D/",56,7,1,0
"26721",691754,"EFGbti0D/",56,7,1,0
"26722",691757,"EFGbti0D/",58,1,2,1
"26723",691758,"EFGbti0D/",59,7,2,0
"26724",691761,"EFGbti0D/",65,1,2,1
"26725",691770,"EFGbti0D/",72,7,2,0
"26726",691778,"EFGbti0D/",76,7,2,0
"26727",691792,"EFGbti0D/",84,7,1,0
"26728",691810,"EqEU6BY6/",14,1,1,1
"26729",691833,"EqEU6BY6/",45,7,2,0
"26730",691834,"EqEU6BY6/",45,7,2,0
"26731",691835,"EqEU6BY6/",45,7,1,0
